id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
1392,Male,44,1,28.0,0,1-2 Year,Yes,55272.0,26.0,40,1
1393,Male,38,1,41.0,0,1-2 Year,Yes,30839.0,155.0,260,0
1394,Female,20,1,50.0,0,< 1 Year,Yes,28414.0,160.0,11,0
1395,Male,22,1,41.0,1,< 1 Year,No,21541.0,152.0,111,0
1396,Female,23,1,23.0,0,< 1 Year,No,46736.0,151.0,247,1
1397,Male,69,1,28.0,1,1-2 Year,No,24165.0,26.0,177,0
1398,Male,24,1,36.0,1,< 1 Year,No,33258.0,152.0,22,0
1399,Female,33,1,6.0,0,< 1 Year,Yes,21987.0,154.0,47,1
1400,Male,43,1,50.0,0,1-2 Year,Yes,42195.0,124.0,208,0
1401,Male,47,1,33.0,0,1-2 Year,Yes,2630.0,156.0,276,0
1402,Female,28,1,34.0,1,< 1 Year,No,26669.0,152.0,20,0
1403,Female,25,1,10.0,0,< 1 Year,Yes,23354.0,152.0,68,0
1404,Male,22,1,35.0,1,< 1 Year,No,47317.0,152.0,169,0
1405,Female,44,1,28.0,0,1-2 Year,Yes,41032.0,26.0,58,1
1406,Male,26,1,13.0,0,< 1 Year,Yes,30357.0,152.0,222,0
1407,Female,21,1,29.0,1,< 1 Year,No,27323.0,152.0,237,0
1408,Male,34,1,28.0,0,1-2 Year,Yes,26880.0,124.0,157,0
1409,Male,57,1,28.0,0,1-2 Year,Yes,44420.0,26.0,134,0
1410,Female,80,1,28.0,1,1-2 Year,No,30472.0,124.0,88,0
1411,Male,51,1,28.0,0,< 1 Year,No,2630.0,1.0,116,0
1412,Male,47,1,8.0,0,1-2 Year,Yes,49238.0,26.0,193,0
1413,Male,64,1,17.0,1,1-2 Year,No,32394.0,124.0,118,0
1414,Female,20,1,46.0,1,< 1 Year,No,29189.0,160.0,219,0
1415,Female,22,1,30.0,1,< 1 Year,No,30666.0,152.0,17,0
1416,Male,26,1,21.0,1,< 1 Year,No,25407.0,152.0,167,0
1417,Female,28,1,7.0,1,< 1 Year,No,2630.0,152.0,255,0
1418,Male,51,1,28.0,0,> 2 Years,Yes,36272.0,124.0,207,1
1419,Male,29,1,6.0,1,< 1 Year,No,26160.0,152.0,59,0
1420,Male,25,1,35.0,0,< 1 Year,Yes,22575.0,152.0,173,1
1421,Female,77,1,28.0,0,1-2 Year,Yes,51484.0,24.0,194,0
1422,Female,25,1,28.0,1,< 1 Year,No,40039.0,152.0,52,0
1423,Male,42,1,15.0,0,1-2 Year,Yes,23547.0,124.0,174,1
1424,Female,29,1,33.0,1,< 1 Year,No,31163.0,152.0,193,0
1425,Male,41,1,28.0,1,1-2 Year,No,33988.0,152.0,91,0
1426,Male,51,1,28.0,0,1-2 Year,Yes,57937.0,26.0,183,1
1427,Female,21,1,15.0,0,< 1 Year,Yes,31318.0,152.0,148,0
1428,Female,36,1,34.0,0,1-2 Year,No,25159.0,124.0,85,0
1429,Male,23,1,28.0,1,< 1 Year,No,40213.0,153.0,155,0
1430,Male,38,1,28.0,0,1-2 Year,Yes,37777.0,124.0,29,0
1431,Male,66,1,28.0,0,> 2 Years,Yes,31110.0,25.0,216,0
1432,Female,22,1,36.0,0,< 1 Year,Yes,45427.0,152.0,276,0
1433,Female,51,1,28.0,0,1-2 Year,Yes,28407.0,26.0,258,0
1434,Male,46,1,28.0,0,> 2 Years,Yes,33630.0,26.0,52,1
1435,Female,47,1,28.0,1,1-2 Year,No,37325.0,26.0,173,0
1436,Male,67,0,2.0,0,1-2 Year,Yes,40449.0,26.0,264,0
1437,Male,47,1,46.0,0,1-2 Year,No,23701.0,124.0,83,0
1438,Female,26,1,2.0,1,< 1 Year,No,38175.0,152.0,66,0
1439,Male,40,1,50.0,0,> 2 Years,Yes,28202.0,124.0,242,0
1440,Male,46,1,46.0,0,1-2 Year,Yes,2630.0,26.0,252,0
1441,Male,22,1,46.0,1,< 1 Year,No,57858.0,153.0,132,0
1442,Female,22,1,8.0,0,< 1 Year,No,30751.0,160.0,35,0
1443,Female,60,1,28.0,0,1-2 Year,Yes,33137.0,124.0,268,0
1444,Female,61,1,28.0,1,1-2 Year,No,31674.0,26.0,240,0
1445,Male,46,1,8.0,0,1-2 Year,Yes,35187.0,26.0,140,1
1446,Male,24,1,28.0,1,< 1 Year,No,30182.0,152.0,125,0
1447,Female,27,1,10.0,1,< 1 Year,No,28786.0,152.0,298,0
1448,Male,22,1,15.0,1,< 1 Year,No,31796.0,152.0,209,0
1449,Male,42,1,8.0,0,1-2 Year,Yes,24682.0,124.0,260,0
1450,Male,28,1,30.0,1,< 1 Year,No,54225.0,152.0,117,0
1451,Male,40,1,8.0,0,1-2 Year,Yes,39867.0,7.0,49,1
1452,Male,49,1,29.0,0,1-2 Year,No,36054.0,124.0,219,0
1453,Male,34,1,41.0,1,1-2 Year,No,32990.0,152.0,36,0
1454,Female,25,1,8.0,0,< 1 Year,Yes,37720.0,152.0,101,0
1455,Male,37,1,16.0,0,> 2 Years,Yes,2630.0,156.0,217,0
1456,Male,21,1,27.0,0,< 1 Year,No,19783.0,152.0,202,0
1457,Male,34,1,50.0,0,1-2 Year,Yes,2630.0,160.0,55,0
1458,Male,52,1,4.0,0,1-2 Year,Yes,25551.0,26.0,104,0
1459,Male,23,1,47.0,0,< 1 Year,No,30125.0,152.0,17,0
1460,Male,40,1,7.0,0,1-2 Year,Yes,33688.0,124.0,223,0
1461,Male,26,1,21.0,1,< 1 Year,No,48599.0,152.0,26,0
1462,Male,25,1,28.0,0,< 1 Year,Yes,40623.0,152.0,47,1
1463,Female,40,1,7.0,0,1-2 Year,Yes,2630.0,124.0,125,1
1464,Female,51,1,28.0,0,1-2 Year,Yes,27414.0,26.0,91,0
1465,Male,56,1,28.0,0,1-2 Year,Yes,40639.0,26.0,214,1
1466,Female,35,1,46.0,0,1-2 Year,Yes,2630.0,124.0,97,0
1467,Female,54,1,8.0,1,1-2 Year,No,2630.0,124.0,219,0
1468,Female,25,1,26.0,1,< 1 Year,No,24096.0,152.0,220,0
1469,Male,70,1,33.0,0,1-2 Year,Yes,36936.0,152.0,168,0
1470,Male,25,1,41.0,0,< 1 Year,No,45278.0,152.0,170,1
1471,Female,38,1,28.0,0,1-2 Year,No,28629.0,154.0,208,0
1472,Female,24,1,25.0,1,< 1 Year,No,27399.0,152.0,219,0
1473,Male,47,1,28.0,0,1-2 Year,No,44647.0,24.0,153,0
1474,Female,54,1,28.0,1,1-2 Year,No,65361.0,124.0,212,0
1475,Male,42,1,1.0,1,1-2 Year,No,2630.0,124.0,234,0
1476,Female,44,1,33.0,0,1-2 Year,Yes,40659.0,26.0,267,1
1477,Female,32,1,8.0,0,< 1 Year,Yes,27257.0,124.0,251,0
1478,Male,71,1,37.0,1,1-2 Year,No,34649.0,26.0,59,0
1479,Female,47,1,28.0,0,1-2 Year,Yes,37916.0,122.0,185,0
1480,Male,45,1,28.0,0,1-2 Year,No,31739.0,124.0,189,0
1481,Female,26,1,28.0,1,< 1 Year,Yes,2630.0,152.0,293,0
1482,Male,48,1,46.0,0,1-2 Year,Yes,38998.0,124.0,125,1
1483,Male,26,1,12.0,1,< 1 Year,No,34453.0,152.0,97,0
1484,Female,25,1,7.0,1,< 1 Year,No,2630.0,152.0,84,0
1485,Female,31,1,28.0,0,1-2 Year,Yes,50931.0,122.0,218,0
1486,Female,33,1,30.0,0,< 1 Year,Yes,26097.0,124.0,70,1
1487,Female,43,1,28.0,0,1-2 Year,Yes,40467.0,26.0,40,0
1488,Male,30,1,47.0,0,1-2 Year,Yes,29905.0,124.0,14,1
1489,Male,62,1,48.0,0,> 2 Years,Yes,2630.0,156.0,74,0
1490,Male,22,1,36.0,0,< 1 Year,No,35124.0,160.0,282,0
1491,Male,26,1,46.0,1,< 1 Year,No,35177.0,152.0,173,0
1492,Female,40,1,15.0,0,1-2 Year,Yes,33788.0,124.0,92,0
1493,Male,57,1,11.0,0,1-2 Year,Yes,30961.0,124.0,50,0
1494,Male,64,1,46.0,0,1-2 Year,Yes,24147.0,26.0,283,0
1495,Male,45,1,47.0,0,1-2 Year,Yes,27719.0,26.0,155,0
1496,Female,26,1,28.0,0,< 1 Year,Yes,36373.0,152.0,278,0
1497,Male,24,1,33.0,0,1-2 Year,Yes,2630.0,122.0,121,0
1498,Male,38,1,18.0,1,1-2 Year,No,16835.0,152.0,204,0
1499,Female,25,1,36.0,1,< 1 Year,No,36880.0,152.0,241,0
1500,Male,55,1,21.0,1,1-2 Year,No,36040.0,26.0,19,0
1501,Male,26,1,3.0,1,< 1 Year,No,26139.0,160.0,269,0
1502,Male,43,1,8.0,0,1-2 Year,Yes,42123.0,124.0,96,0
1503,Female,28,1,41.0,1,< 1 Year,No,2630.0,152.0,187,0
1504,Male,35,1,27.0,0,1-2 Year,Yes,27037.0,124.0,175,0
1505,Female,22,1,6.0,1,< 1 Year,Yes,2630.0,152.0,207,0
1506,Female,22,1,27.0,0,< 1 Year,Yes,22446.0,26.0,112,0
1507,Male,42,1,28.0,1,1-2 Year,No,43391.0,60.0,12,0
1508,Female,28,1,34.0,1,< 1 Year,No,2630.0,152.0,180,0
1509,Male,22,1,47.0,0,< 1 Year,Yes,27121.0,152.0,226,0
1510,Female,43,1,28.0,0,1-2 Year,Yes,2630.0,163.0,170,1
1511,Female,22,1,37.0,0,< 1 Year,Yes,30266.0,160.0,88,0
1512,Female,22,1,27.0,0,< 1 Year,Yes,37599.0,152.0,138,0
1513,Female,44,1,28.0,0,1-2 Year,Yes,35138.0,26.0,180,1
1514,Male,32,1,36.0,0,< 1 Year,Yes,2630.0,152.0,28,0
1515,Female,52,1,6.0,0,1-2 Year,Yes,23383.0,124.0,70,0
1516,Male,42,1,8.0,1,1-2 Year,No,35270.0,26.0,121,0
1517,Male,62,0,28.0,1,1-2 Year,No,32086.0,23.0,238,0
1518,Female,24,1,28.0,1,< 1 Year,No,37367.0,160.0,275,0
1519,Male,44,1,28.0,1,1-2 Year,No,25170.0,26.0,106,0
1520,Male,78,1,19.0,0,1-2 Year,Yes,27937.0,154.0,283,0
1521,Female,40,1,28.0,1,1-2 Year,No,30129.0,124.0,138,0
1522,Female,26,1,28.0,0,< 1 Year,Yes,34419.0,152.0,276,0
1523,Male,26,1,28.0,1,< 1 Year,Yes,2630.0,152.0,60,0
1524,Female,21,1,47.0,1,< 1 Year,No,36080.0,152.0,245,0
1525,Female,38,1,2.0,1,1-2 Year,No,18353.0,154.0,278,0
1526,Female,68,1,28.0,1,1-2 Year,No,29639.0,54.0,173,0
1527,Female,31,1,28.0,1,< 1 Year,No,27527.0,152.0,111,0
1528,Male,55,1,46.0,1,1-2 Year,No,33558.0,26.0,244,0
1529,Female,30,1,8.0,0,< 1 Year,Yes,34796.0,124.0,85,0
1530,Female,35,1,4.0,0,1-2 Year,Yes,29010.0,154.0,233,1
1531,Female,54,1,28.0,1,1-2 Year,No,2630.0,124.0,290,0
1532,Female,24,1,36.0,1,< 1 Year,No,28327.0,152.0,68,0
1533,Female,25,1,27.0,0,< 1 Year,Yes,37218.0,152.0,247,0
1534,Male,23,1,30.0,1,< 1 Year,No,30324.0,152.0,250,0
1535,Female,61,1,8.0,0,> 2 Years,Yes,37229.0,124.0,290,0
1536,Male,40,1,8.0,0,> 2 Years,Yes,42523.0,124.0,21,1
1537,Female,58,1,28.0,0,1-2 Year,Yes,43505.0,26.0,291,0
1538,Female,43,1,33.0,0,1-2 Year,Yes,30187.0,26.0,275,1
1539,Male,22,1,41.0,0,< 1 Year,Yes,41117.0,160.0,29,0
1540,Female,23,1,43.0,1,< 1 Year,No,36311.0,26.0,268,0
1541,Female,29,1,32.0,1,< 1 Year,No,23482.0,152.0,157,0
1542,Female,30,1,28.0,0,1-2 Year,Yes,27835.0,122.0,50,1
1543,Male,40,1,36.0,0,1-2 Year,Yes,30822.0,124.0,116,0
1544,Female,22,1,50.0,1,< 1 Year,No,37721.0,152.0,289,0
1545,Male,61,1,39.0,0,> 2 Years,Yes,2630.0,26.0,251,0
1546,Female,24,1,18.0,1,< 1 Year,No,39021.0,152.0,204,0
1547,Female,20,1,8.0,1,< 1 Year,No,47430.0,160.0,150,0
1548,Male,32,1,28.0,1,1-2 Year,No,2630.0,26.0,79,0
1549,Male,40,1,11.0,0,1-2 Year,Yes,30378.0,155.0,50,0
1550,Male,48,1,28.0,1,1-2 Year,No,48943.0,26.0,119,0
1551,Female,24,1,14.0,1,< 1 Year,No,36396.0,152.0,262,0
1552,Male,47,1,50.0,1,1-2 Year,No,31779.0,124.0,101,0
1553,Male,67,1,28.0,0,1-2 Year,Yes,73969.0,26.0,123,0
1554,Male,56,1,33.0,0,1-2 Year,Yes,35144.0,124.0,199,1
1555,Female,47,1,28.0,0,1-2 Year,No,45772.0,122.0,179,1
1556,Female,61,1,28.0,0,1-2 Year,Yes,30105.0,122.0,162,0
1557,Male,20,1,8.0,0,< 1 Year,Yes,34774.0,160.0,186,0
1558,Female,45,1,33.0,1,1-2 Year,No,33178.0,124.0,88,0
1559,Female,27,1,2.0,1,< 1 Year,No,30610.0,152.0,288,0
1560,Male,70,1,39.0,0,1-2 Year,Yes,2630.0,26.0,32,1
1561,Female,76,1,28.0,0,1-2 Year,Yes,51818.0,122.0,37,0
1562,Male,50,1,28.0,0,1-2 Year,Yes,33995.0,55.0,262,1
1563,Male,39,1,23.0,1,1-2 Year,No,23049.0,26.0,282,0
1564,Male,42,1,30.0,0,1-2 Year,Yes,23105.0,13.0,265,0
1565,Female,30,1,50.0,1,< 1 Year,No,24968.0,152.0,192,0
1566,Female,74,1,27.0,0,1-2 Year,No,2630.0,124.0,182,0
1567,Female,25,1,15.0,0,< 1 Year,Yes,29885.0,152.0,59,0
1568,Female,55,1,28.0,0,> 2 Years,Yes,56262.0,26.0,21,0
1569,Female,23,1,11.0,1,< 1 Year,No,38991.0,152.0,203,0
1570,Female,29,1,47.0,1,< 1 Year,Yes,27383.0,160.0,10,0
1571,Female,32,1,28.0,0,< 1 Year,Yes,44977.0,152.0,222,1
1572,Male,34,1,28.0,0,1-2 Year,Yes,29482.0,55.0,152,0
1573,Male,35,1,28.0,1,1-2 Year,No,2630.0,122.0,91,0
1574,Female,22,1,26.0,1,< 1 Year,No,24675.0,152.0,292,0
1575,Male,49,1,28.0,0,1-2 Year,Yes,29942.0,156.0,293,0
1576,Male,37,1,28.0,0,1-2 Year,Yes,37201.0,124.0,95,0
1577,Female,43,1,28.0,0,1-2 Year,Yes,52861.0,26.0,265,0
1578,Male,65,1,28.0,0,1-2 Year,Yes,50616.0,26.0,73,0
1579,Female,28,1,18.0,1,< 1 Year,No,29290.0,152.0,139,0
1580,Female,24,1,28.0,0,< 1 Year,Yes,2630.0,152.0,206,1
1581,Male,33,1,28.0,0,1-2 Year,Yes,34181.0,124.0,189,0
1582,Female,35,1,29.0,0,1-2 Year,Yes,2630.0,154.0,249,1
1583,Female,49,1,28.0,0,1-2 Year,Yes,39800.0,122.0,89,1
1584,Female,33,1,28.0,0,1-2 Year,Yes,55929.0,122.0,149,1
1585,Male,28,1,37.0,1,< 1 Year,No,35733.0,152.0,76,0
1586,Male,64,1,11.0,0,1-2 Year,No,36008.0,120.0,142,0
1587,Male,25,1,45.0,0,< 1 Year,No,32760.0,26.0,156,0
1588,Male,28,1,45.0,0,< 1 Year,Yes,28096.0,152.0,185,0
1589,Female,38,1,28.0,0,1-2 Year,Yes,2630.0,124.0,284,0
1590,Female,62,1,20.0,1,1-2 Year,No,2630.0,124.0,41,0
1591,Male,39,1,28.0,0,1-2 Year,Yes,34870.0,122.0,61,1
1592,Female,38,1,8.0,0,1-2 Year,Yes,31235.0,151.0,133,0
1593,Female,50,1,28.0,0,1-2 Year,Yes,47036.0,124.0,210,0
1594,Male,45,1,11.0,1,1-2 Year,No,26115.0,26.0,269,0
1595,Female,31,1,39.0,0,< 1 Year,Yes,33195.0,127.0,152,0
1596,Female,22,1,8.0,1,< 1 Year,No,37866.0,152.0,244,0
1597,Female,64,1,28.0,0,> 2 Years,Yes,23454.0,124.0,124,0
1598,Female,21,1,37.0,0,< 1 Year,Yes,34329.0,152.0,212,0
1599,Female,24,1,14.0,1,< 1 Year,Yes,24674.0,152.0,16,0
1600,Male,44,1,28.0,0,1-2 Year,Yes,37435.0,25.0,241,0
1601,Female,23,1,43.0,1,< 1 Year,No,29469.0,152.0,143,0
1602,Male,60,1,4.0,0,1-2 Year,Yes,26186.0,26.0,61,0
1603,Female,22,1,17.0,0,< 1 Year,Yes,35765.0,152.0,254,0
1604,Male,21,1,9.0,1,< 1 Year,No,2630.0,159.0,209,0
1605,Female,50,1,48.0,0,1-2 Year,Yes,2630.0,124.0,102,0
1606,Female,23,1,36.0,1,< 1 Year,No,34188.0,152.0,30,0
1607,Female,25,1,37.0,1,< 1 Year,No,27536.0,152.0,25,0
1608,Male,53,1,8.0,0,> 2 Years,Yes,2630.0,157.0,194,0
1609,Male,54,1,41.0,1,1-2 Year,No,27595.0,26.0,146,0
1610,Female,55,1,28.0,0,1-2 Year,Yes,50765.0,122.0,37,0
1611,Male,32,1,28.0,1,< 1 Year,No,29057.0,152.0,65,0
1612,Male,31,1,36.0,0,< 1 Year,Yes,43998.0,152.0,259,0
1613,Male,53,1,28.0,1,1-2 Year,Yes,62267.0,122.0,201,0
1614,Female,24,1,3.0,1,< 1 Year,No,28213.0,152.0,225,0
1615,Male,48,1,38.0,0,1-2 Year,No,29100.0,124.0,200,0
1616,Female,41,1,28.0,0,> 2 Years,Yes,50297.0,124.0,198,1
1617,Male,36,1,48.0,1,1-2 Year,No,2630.0,124.0,48,0
1618,Female,25,1,24.0,0,< 1 Year,No,26258.0,152.0,271,0
1619,Male,40,1,7.0,0,1-2 Year,Yes,35790.0,124.0,117,0
1620,Female,62,1,28.0,0,1-2 Year,Yes,54238.0,26.0,25,0
1621,Female,25,1,37.0,0,< 1 Year,Yes,26406.0,152.0,37,0
1622,Female,70,1,41.0,0,1-2 Year,Yes,28920.0,26.0,227,0
1623,Male,23,1,32.0,1,< 1 Year,Yes,2630.0,160.0,252,0
1624,Female,72,1,30.0,0,1-2 Year,Yes,30135.0,26.0,32,1
1625,Male,25,1,29.0,1,< 1 Year,No,28879.0,152.0,247,0
1626,Female,62,1,15.0,1,1-2 Year,No,47229.0,14.0,206,0
1627,Male,22,1,10.0,1,< 1 Year,No,29232.0,152.0,274,0
1628,Male,75,1,50.0,0,> 2 Years,Yes,2630.0,157.0,255,0
1629,Female,21,1,30.0,1,< 1 Year,No,26612.0,152.0,152,0
1630,Male,34,1,43.0,1,1-2 Year,No,27658.0,124.0,291,0
1631,Female,27,1,3.0,0,< 1 Year,Yes,34907.0,152.0,132,0
1632,Female,32,1,8.0,1,1-2 Year,No,41798.0,26.0,118,0
1633,Female,50,1,28.0,1,1-2 Year,No,42240.0,26.0,281,0
1634,Female,40,1,28.0,0,1-2 Year,Yes,30854.0,26.0,173,1
1635,Female,23,1,33.0,1,< 1 Year,No,24567.0,152.0,296,0
1636,Female,20,1,6.0,0,< 1 Year,Yes,29642.0,160.0,289,0
1637,Male,60,1,43.0,0,1-2 Year,Yes,2630.0,156.0,211,0
1638,Male,56,1,28.0,0,1-2 Year,Yes,2630.0,163.0,86,0
1639,Female,70,1,41.0,1,1-2 Year,Yes,48235.0,26.0,69,0
1640,Male,21,1,30.0,0,< 1 Year,Yes,30547.0,152.0,274,0
1641,Female,35,1,35.0,0,1-2 Year,Yes,28596.0,4.0,96,0
1642,Female,23,1,36.0,1,< 1 Year,No,29830.0,152.0,99,0
1643,Female,22,1,28.0,0,< 1 Year,Yes,43384.0,152.0,130,0
1644,Male,27,1,2.0,1,< 1 Year,No,2630.0,152.0,141,0
1645,Male,43,1,28.0,1,1-2 Year,No,38051.0,124.0,278,0
1646,Female,54,1,28.0,0,1-2 Year,Yes,40758.0,26.0,135,0
1647,Male,55,1,28.0,0,1-2 Year,Yes,34530.0,124.0,165,1
1648,Male,44,1,40.0,0,1-2 Year,Yes,39510.0,9.0,89,0
1649,Male,22,1,28.0,0,< 1 Year,Yes,44120.0,152.0,50,0
1650,Female,24,1,12.0,1,< 1 Year,No,2630.0,26.0,259,0
1651,Female,23,1,28.0,1,< 1 Year,No,30251.0,153.0,53,0
1652,Male,47,1,2.0,1,1-2 Year,No,33770.0,26.0,107,0
1653,Male,47,1,32.0,1,1-2 Year,No,2630.0,26.0,221,0
1654,Male,22,1,46.0,0,< 1 Year,Yes,28142.0,152.0,240,0
1655,Female,55,1,33.0,1,1-2 Year,No,32616.0,124.0,230,0
1656,Male,28,1,41.0,1,< 1 Year,No,27552.0,152.0,15,0
1657,Male,25,1,11.0,0,< 1 Year,Yes,29123.0,152.0,290,0
1658,Male,60,1,28.0,1,1-2 Year,No,39930.0,124.0,177,0
1659,Male,30,1,28.0,1,< 1 Year,No,27158.0,152.0,138,0
1660,Male,39,1,28.0,0,1-2 Year,Yes,65524.0,26.0,113,0
1661,Female,24,1,37.0,1,< 1 Year,No,32868.0,151.0,41,0
1662,Male,23,1,47.0,0,< 1 Year,Yes,28445.0,26.0,292,0
1663,Male,63,1,28.0,0,1-2 Year,Yes,56258.0,122.0,202,0
1664,Male,59,1,45.0,0,1-2 Year,Yes,25573.0,124.0,180,0
1665,Female,52,1,37.0,1,1-2 Year,No,26548.0,30.0,64,0
1666,Female,35,1,33.0,1,1-2 Year,No,28176.0,152.0,64,0
1667,Male,52,1,18.0,0,< 1 Year,Yes,39082.0,124.0,230,1
1668,Male,42,1,28.0,0,1-2 Year,Yes,23926.0,26.0,16,0
1669,Male,44,1,41.0,0,1-2 Year,Yes,28778.0,124.0,84,1
1670,Female,32,1,50.0,1,< 1 Year,No,30837.0,152.0,229,0
1671,Male,54,1,8.0,0,1-2 Year,Yes,37511.0,124.0,199,1
1672,Female,23,1,25.0,1,< 1 Year,No,28615.0,152.0,151,0
1673,Male,30,1,41.0,1,< 1 Year,No,72628.0,152.0,107,0
1674,Male,31,1,41.0,1,< 1 Year,No,35325.0,152.0,273,0
1675,Female,25,1,15.0,1,< 1 Year,No,30083.0,152.0,152,0
1676,Female,27,1,28.0,1,< 1 Year,No,27116.0,152.0,31,0
1677,Male,44,1,11.0,0,1-2 Year,Yes,27052.0,8.0,43,0
1678,Male,27,1,8.0,1,< 1 Year,No,32123.0,152.0,206,0
1679,Female,26,1,30.0,1,< 1 Year,No,34718.0,122.0,211,0
1680,Female,27,1,29.0,0,< 1 Year,Yes,2630.0,163.0,112,0
1681,Female,40,1,28.0,0,1-2 Year,Yes,2630.0,26.0,97,1
1682,Male,24,1,7.0,1,< 1 Year,No,2630.0,152.0,44,0
1683,Male,47,1,11.0,0,1-2 Year,Yes,32405.0,124.0,91,0
1684,Male,24,1,4.0,0,< 1 Year,Yes,27943.0,152.0,95,0
1685,Male,54,1,48.0,1,1-2 Year,No,2630.0,124.0,118,0
1686,Male,23,1,23.0,1,< 1 Year,No,39665.0,152.0,93,0
1687,Male,53,1,28.0,0,> 2 Years,Yes,40929.0,124.0,138,1
1688,Female,25,1,15.0,1,< 1 Year,No,42674.0,152.0,180,0
1689,Female,29,1,26.0,1,< 1 Year,No,2630.0,152.0,90,0
1690,Female,22,1,10.0,1,< 1 Year,No,2630.0,160.0,173,0
1691,Female,23,1,15.0,1,< 1 Year,No,26869.0,152.0,263,0
1692,Male,21,1,17.0,1,< 1 Year,No,37346.0,152.0,14,0
1693,Male,24,1,30.0,1,< 1 Year,No,28070.0,152.0,83,0
1694,Female,48,1,9.0,0,1-2 Year,No,36748.0,124.0,245,0
1695,Female,38,1,28.0,0,1-2 Year,Yes,33880.0,124.0,69,0
1696,Female,24,1,45.0,1,< 1 Year,No,29150.0,26.0,253,0
1697,Female,60,1,28.0,0,1-2 Year,Yes,45121.0,24.0,28,0
1698,Male,27,1,7.0,0,1-2 Year,Yes,2630.0,156.0,78,0
1699,Male,41,1,50.0,0,1-2 Year,Yes,30907.0,29.0,34,1
1700,Male,34,1,36.0,0,1-2 Year,Yes,2630.0,152.0,214,0
1701,Female,23,1,48.0,0,< 1 Year,Yes,2630.0,160.0,248,0
1702,Female,24,1,30.0,1,< 1 Year,No,22526.0,152.0,205,0
1703,Male,24,1,11.0,1,< 1 Year,No,36577.0,152.0,235,0
1704,Female,50,1,28.0,1,1-2 Year,No,45154.0,124.0,181,0
1705,Male,20,1,8.0,0,< 1 Year,Yes,2630.0,157.0,41,0
1706,Male,72,1,28.0,0,1-2 Year,No,32397.0,116.0,175,0
1707,Male,46,1,28.0,1,1-2 Year,No,34299.0,26.0,179,0
1708,Female,25,1,47.0,1,< 1 Year,No,41083.0,26.0,229,0
1709,Female,22,1,28.0,1,< 1 Year,No,71045.0,152.0,16,0
1710,Male,39,1,28.0,0,1-2 Year,Yes,38241.0,26.0,10,0
1711,Female,44,1,28.0,0,1-2 Year,Yes,90175.0,124.0,164,0
1712,Male,76,1,26.0,1,1-2 Year,No,2630.0,124.0,164,0
1713,Male,22,1,41.0,1,< 1 Year,No,28849.0,152.0,98,0
1714,Male,44,1,8.0,0,1-2 Year,No,25031.0,4.0,237,0
1715,Female,42,1,24.0,1,1-2 Year,No,32172.0,152.0,35,0
1716,Male,25,1,14.0,1,< 1 Year,No,50818.0,152.0,251,0
1717,Male,59,1,8.0,1,1-2 Year,No,34424.0,26.0,134,0
1718,Female,22,1,44.0,0,< 1 Year,Yes,37826.0,152.0,185,0
1719,Female,24,1,13.0,0,< 1 Year,Yes,2630.0,152.0,91,0
1720,Male,63,1,29.0,0,1-2 Year,No,36012.0,26.0,108,0
1721,Male,54,1,41.0,0,1-2 Year,Yes,38090.0,124.0,292,1
1722,Female,47,1,28.0,0,1-2 Year,Yes,35083.0,122.0,105,0
1723,Female,25,1,41.0,1,< 1 Year,No,21745.0,152.0,267,0
1724,Female,22,1,28.0,0,< 1 Year,Yes,34364.0,26.0,154,1
1725,Male,69,1,46.0,1,1-2 Year,No,28659.0,26.0,206,0
1726,Male,42,1,45.0,0,1-2 Year,Yes,35714.0,124.0,53,0
1727,Female,25,1,28.0,1,< 1 Year,No,34342.0,151.0,78,0
1728,Female,45,1,28.0,0,1-2 Year,Yes,39165.0,26.0,94,0
1729,Male,29,1,6.0,1,< 1 Year,No,22603.0,124.0,76,0
1730,Male,69,1,8.0,0,1-2 Year,Yes,46749.0,7.0,217,0
1731,Male,42,1,28.0,1,1-2 Year,No,2630.0,124.0,27,0
1732,Male,45,1,28.0,0,1-2 Year,Yes,44134.0,60.0,122,0
1733,Female,40,1,29.0,0,1-2 Year,Yes,39578.0,156.0,65,0
1734,Male,29,1,28.0,1,< 1 Year,No,26604.0,152.0,163,0
1735,Male,37,1,28.0,0,1-2 Year,Yes,31827.0,26.0,232,0
1736,Male,51,1,28.0,1,1-2 Year,No,38412.0,26.0,163,0
1737,Male,69,1,9.0,0,1-2 Year,Yes,23703.0,124.0,69,0
1738,Male,39,1,28.0,0,1-2 Year,Yes,59554.0,26.0,11,0
1739,Female,21,1,27.0,1,< 1 Year,Yes,2630.0,152.0,172,0
1740,Female,26,1,8.0,1,< 1 Year,No,34604.0,152.0,187,0
1741,Male,56,1,28.0,0,> 2 Years,Yes,47533.0,26.0,299,0
1742,Female,23,1,9.0,1,< 1 Year,No,32611.0,152.0,285,0
1743,Male,23,1,46.0,1,< 1 Year,No,51486.0,152.0,73,0
1744,Female,75,1,28.0,0,1-2 Year,Yes,32692.0,124.0,135,0
1745,Male,29,1,23.0,0,1-2 Year,Yes,30057.0,163.0,142,1
1746,Male,32,1,8.0,0,1-2 Year,Yes,2630.0,26.0,124,1
1747,Female,33,1,23.0,1,1-2 Year,No,30712.0,124.0,129,0
